name,symbol,url,chains,category,twitter,audit links
ThetaCash,TBILL,https://tbill.io,Theta,Staking,OfficialTBILL,
KnightSwap Finance,KNIGHT,https://knightswap.financial,"Binance,Fantom",Dexes,KnightEcosystem,https://github.com/TechRate/Smart-Contract-Audits/blob/main/November/KnightSwap.pdf
Idle Finance,IDLE,https://idle.finance,"Ethereum,Polygon",Yield Aggregator,idlefinance,https://certificate.quantstamp.com/full/idle-finance
Position Exchange,POSI,https://app.position.exchange/,Binance,Dexes,PositionEx,https://www.certik.org/projects/positionexchange
KyberSwap,KNC,https://kyber.network/,"Ethereum,Polygon,Avalanche,Binance,Fantom,Cronos",Dexes,KyberNetwork,https://chainsecurity.com/security-audit/kyber-network-dynamic-market-maker-dmm/
Spartacus,SPA,https://spartacus.finance/#/,Fantom,Reserve Currency,Spartacus_Fi,
Centrifuge,CFG,https://tinlake.centrifuge.io,Ethereum,Yield,centrifuge,https://github.com/centrifuge/security/blob/master/audits/tinlake/LA-Tinlake-Audit-v0.3.0.pdf
Benqi Staked Avax,SAVAX,https://staking.benqi.fi,Avalanche,Liquid Staking,BenqiFinance,https://docs.benqi.fi/resources/risks#audits
PoolTogether,POOL,https://pooltogether.com/,"Ethereum,Polygon,Celo,Avalanche,Binance",Services,PoolTogether_,https://docs.pooltogether.com/security/audits-and-testing
Agora,AGORA,https://agoradefi.io,Metis,Lending,AgoraDefi,https://agora-defi.notion.site/Contracts-Audits-a0a0058d0fd0450bab43ffe9d1db9f5e#b233bb933bc84084aa9ab56244764a98
ArthSwap,-,https://app.arthswap.org/#/swap,Astar,Dexes,arthswap,
Dopex,DPX,https://www.dopex.io,"Arbitrum,Avalanche,Binance,Ethereum",Options,dopex_io,"https://github.com/solidified-platform/audits/blob/master/Audit%20Report%20-%20Dopex%20%5B21.06.2021%5D.pdf,https://solidity.finance/audits/Dopex/"
Vesper,VSP,https://vesper.finance/,Ethereum,Yield,VesperFi,https://github.com/vesperfi/doc/tree/main/audit
Superfluid,-,https://www.superfluid.finance/home,"xDai,Polygon",Payments,Superfluid_HQ,https://github.com/superfluid-finance/protocol-monorepo/blob/dev/packages/ethereum-contracts/audits/PeckShield-Audit-Report-Superfluid-v1.0.pdf
StellaSwap,STELLA,https://stellaswap.com,Moonbeam,Dexes,StellaSwap,https://www.certik.com/projects/stellaswap
Port Finance,PORT,https://port.finance,Solana,Lending,port_finance,
Inverse Finance,INV,https://inverse.finance/,Ethereum,CDP,InverseFinance,
Socean,SOCN,https://www.socean.fi,Solana,Staking,SoceanFinance,"http://solana.com/SolanaNeodymeStakePoolAudit.pdf,http://solana.com/SolanaQuantstampStakePoolAudit.pdf,http://solana.com/SolanaKudelskiStakePoolAudit.pdf"
Yoshi Exchange,YOSHI,https://yoshi.exchange,"Fantom,Binance",Dexes,YoshiExchange,https://hacken.io/wp-content/uploads/2021/10/Yoshi_22102021SCAudit_Report_2.pdf
Euler,-,https://www.euler.finance,Ethereum,Lending,eulerfinance,https://docs.euler.finance/security/smart-contract-audits
FilDA,FILDA,https://filda.io/,"Heco,IoTeX,Polygon,Binance",Lending,FilDAFinance,"https://www.slowmist.com/en/security-audit-certificate.html?id=c6eb91a0f506aac62c334eb909a37f95e236987d3b3089c9ff902e6c39f16389,https://docs.filda.io/zhong-wen/dong-tai-geng-xin/2021112-geng-xin-update#filda-passed-the-security-audit-of-knownsec"
O3 Swap,O3,https://o3swap.com/,"Heco,Polygon,Binance,OKExChain,Avalanche,Arbitrum,Ethereum",Dexes,O3_Labs,https://certik-public-assets.s3.amazonaws.com/CertiK+Security+Assessment+for+O3+Swap.pdf
DeversiFi,DVF,https://www.deversifi.com/,Ethereum,Dexes,deversifi,https://www.deversifi.com/audit
Elephant Money,ELEPHANT,https://elephant.money,Binance,Yield,ElephantStatus,"https://certik.org/projects/elephant,https://solidity.finance/audits/ElephantMoney"
Metronome,MET,https://metronome.io/,Ethereum,Services,MET_Token,https://github.com/autonomoussoftware/metronome-audits
ViperSwap,VIPER,https://viper.exchange,Harmony,Dexes,VenomDAO,https://solidity.finance/audits/ViperSwap/
DefiBox,BOX,https://defibox.io,"EOS,Binance",Dexes,DefiboxOfficial,"https://support.defibox.cc/hc/en-us/articles/900006609803-PeckShield-Smart-Contract-Security-Audit-Report,https://support.defibox.cc/hc/en-us/articles/900005670046"
YuzuSwap,YUZU,https://yuzu-swap.com,Oasis,Dexes,Yuzu_Swap,https://app.yuzu-swap.com/PeckShield-Audit-Report-YuzuSwap-v1.0_final.pdf
Bent Finance,BENT,https://app.bentfinance.com,Ethereum,Yield,BENT_Finance,https://hacken.io/audits/#bent_finance
Orion Money,ORION,https://orion.money,Ethereum,Yield,orion_money,https://orion.money/security-and-audits
Wing Finance,WING,https://wing.finance,"Ontology,Ethereum,Binance,OKExChain",Lending,Wing_Finance,https://docs.wing.finance/#audits
InvictusDAO,IN,https://app.invictusdao.fi/#/dashboard,Solana,Reserve Currency,InvictusDAO,
Planet Finance,AQUA,https://planetfinance.io,Binance,Yield,planet_finance,https://github.com/HalbornSecurity/PublicReports/blob/master/Solidity%20Smart%20Contract%20Audits/Planet_Finance_Smart_Contract_Security_Audit_Halborn_v1_1.pdf
Pala,PALA,https://pala.world,Klaytn,Dexes,attention_pala,
ICHI Farm,ICHI,https://www.ichi.org,Ethereum,CDP,ichifarm,https://docs.ichi.farm/audits-and-risks/audits
Balanced,BALN,https://balanced.network,Icon,Dexes,BalancedDAO,https://docs.balanced.network/security#smart-contract-audits
Secret Network,SCRT,https://scrt.network/,Secret,Chain,SecretNetwork,
Secret Bridge,-,https://scrt.network/,Secret,Bridge,SecretNetwork,
Bao Finance,BAO,https://www.bao.finance/,"Ethereum,xDai",Yield,BaoFinance,
pStake,PSTAKE,https://pstake.finance,Ethereum,Staking,pStakeFinance,"https://consensys.net/diligence/audits/private/61fqr5mouh4oq8/,https://github.com/persistenceOne/pStake-auditReports"
BeamSwap,GLINT,https://beamswap.io,Moonbeam,Dexes,Beamswapio,https://docs.beamswap.io/contracts/audit
Ondo Finance,-,https://ondo.finance,Ethereum,Yield,OndoFinance,https://www.certik.org/projects/ondofinance
Defi Swap,CRO,https://crypto.com/defi/swap,Ethereum,Dexes,cryptocom,https://crypto.com/defi/swap-protocol-audit.pdf
Stafi,FIS,https://www.stafi.io/,"Ethereum,Cosmos,Polkadot,Polygon,Binance,Solana,Kusama",Staking,StaFi_Protocol,https://github.com/stafiprotocol/stafi-bootstrap/tree/master/audits
Dfyn Network,DFYN,https://www.dfyn.network/,"Polygon,Fantom,OKExChain",Dexes,_Dfyn,
MANTRA DAO,OM,https://mantradao.com,"Ethereum,Binance,Polygon",Lending,MANTRADAO,https://www.slowmist.com/en/security-audit-certificate.html?id=1193264f67af7c2bb840306b82eff6218471cf4fbed79a7d48d6a01a93030e35
Gro,GRO,https://www.gro.xyz,"Ethereum,Avalanche",Yield,groprotocol,https://docs.gro.xyz/gro-docs/how-it-works/security-and-audits/audits
SecretSwap,SEFI,https://www.secretswap.io/,Secret,Dexes,SecretNetwork,
Liqee,LQE,https://liqee.io,"Binance,Ethereum",Lending,liqeeio,
Sifchain,EROWAN,https://sifchain.finance/,Sifchain,Dexes,sifchain,https://drive.google.com/drive/u/1/folders/1kkjdpNuRmTjaiIKA6CQISavCvj4Awpbc
Parrot Protocol,PRT,https://parrot.fi,Solana,CDP,gopartyparrot,https://doc.parrot.fi/security/
Pickle,PICKLE,https://pickle.finance/,"Ethereum,Arbitrum,Aurora,Polygon,Moonriver,Moonbeam,Metis,Optimism,OKExChain,Cronos,Harmony",Yield Aggregator,picklefinance,https://docs.pickle.finance/faqs/security
SharedStake,SGT,https://www.sharedstake.org/,Ethereum,Liquid Staking,SharedStakeDAO,https://www.certik.org/projects/sharedstake
Mimo Defi,MIMO,https://mimo.capital,"Ethereum,Polygon,Fantom",Lending,mimodefi,https://certificate.quantstamp.com/full/ten-x-titan
MojitoSwap,MJT,https://www.mojitoswap.finance,Kucoin,Dexes,MojitoSwap,https://github.com/MojitoFinance/mojito-swap-farm/blob/main/doc/PeckShield-Audit-Report-Mojito-v1.0.pdf
LendHub,LHB,https://www.lendhub.org,Heco,Lending,LendHubDefi,"https://www.lendhub.org/report/LendHubAuditReport.pdf,https://www.lendhub.org/report/LendHubreport-020821.pdf,https://www.lendhub.org/report/LendHubAuditReport2.pdf"
Beta Finance,BETA,https://betafinance.org,"Ethereum,Avalanche",Lending,beta_finance,https://betafinance.gitbook.io/betafinance/security-and-audits
Donkey,DON,https://www.donkey.fund,Klaytn,Lending,,https://docs.donkey.fund/about/audit
CronaSwap,CRONA,https://app.cronaswap.org,Cronos,Dexes,cronaswap,
Mercurial Finance,MER,https://mercurial.finance/,Solana,Dexes,MercurialFi,
InsurAce,INSUR,https://www.insurace.io,"Polygon,Avalanche,Binance,Ethereum",Insurance,InsurAce_io,"https://files.insurace.io/public/security/InsurAce-DeFi%20Smart%20Contract%20Security%20Audit%20Report.pdf,https://files.insurace.io/public/security/InsurAcePeckShieldAuditReport.pdf"
Robo-Vault,-,https://www.robo-vault.com,Fantom,Yield,robo_vault,https://docs.robo-vault.com/robovault/security
Moola Market,MOO,https://moola.market,Celo,Lending,Moola_Market,https://drive.google.com/file/d/1qd1h0dujnp4Xxrl68ZTIMzbt4aXzMWY7/view
Cashio,-,https://cashio.app,Solana,Payments,cashioapp,
Arrow,-,https://arrowprotocol.com,Solana,Yield,ArrowProtocol,
FlareFarm,SFIN,https://xff.flr.finance,Songbird,Launchpad,FlareFinance,
MoneyOnChain,MOC,https://moneyonchain.com/,RSK,Staking,moneyonchainok,https://github.com/money-on-chain/Audits
Nexus Protocol,PSI,https://nexusprotocol.app,Terra,Yield,NexusProtocol,https://github.com/HalbornSecurity/PublicReports/blob/master/CosmWasm%20Smart%20Contract%20Audits/Nexus_Protocol_CosmWasm_Smart_Contract_Security_Audit_Report_Halborn%20v1.1.pdf
Yield Protocol,-,https://yield.is,Ethereum,Lending,yield,
Youves,YOU,https://app.youves.com,Tezos,Synthetics,youves_com,https://github.com/youves-com/youves-smart-contract/blob/main/audits/09212021-LeastAuthority-TezosFoundationSyntheticAssetPlatformSmartContractsFinalAuditReport.pdf
Perpetual Protocol,PERP,https://perp.exchange/,"xDai,Optimism,Ethereum",Derivatives,perpprotocol,https://docs.perp.fi/library/audit-report
NeoBurger,-,https://neoburger.io/home,NEO,Liquid Staking,NeoBurger_io,
SocialSwap,SST,https://www.socialswap.io,Tron,Dexes,Socialswapdefi,"https://turingpoint.de/en/security-assessments/certificate/smart_contract_audit_socialswapio-d27a325bc6/,https://www.certik.com/projects/socialswap"
Beanstalk,BEAN,https://bean.money,Ethereum,Algo-Stables,BeanstalkFarms,
Zenlink,ZLK,https://zenlink.pro,"Moonriver,Moonbeam",Dexes,ZenlinkPro,
Across,-,https://across.to,Ethereum,Cross Chain,AcrossProtocol,https://blog.openzeppelin.com/uma-audit-l2-bridges/
RealT,-,https://realt.co,xDai,Services,RealTPlatform,
Revest Finance,RVST,https://revest.finance,"Ethereum,Fantom,Polygon,Avalanche",Minting,RevestFinance,https://solidity.finance/audits/Revest
Tetu,TETU,http://tetu.io,"Fantom,Polygon",Yield,tetu_io,https://docs.tetu.io/tetu-io/security/audits
imToken,imBTC,https://token.im/,Ethereum,Services,imTokenOfficial,"https://cure53.de/pentest-report_imtoken.pdf,https://drive.google.com/file/d/1o7byxnZbhl8PkWpYHnWtxDgUp_cpPO73/view"
BakerySwap,BAKE,https://www.bakeryswap.org,Binance,Dexes,bakery_swap,https://www.certik.org/projects/bakeryswap
WePiggy,WPC,https://www.wepiggy.com/,"Ethereum,Binance,OKExChain,Arbitrum,Optimism,Oasis,Polygon,Harmony,Heco,Moonriver",Lending,wepiggydotcom,https://github.com/WePiggy/wepiggy-contracts/tree/master/docs/audits
Mimo,-,https://mimo.exchange,IoTeX,Dexes,mimoprotocol,
TON Swap,-,https://tonswap.io/swap,Everscale,Dexes,Broxus,https://github.com/broxus/ton-dex/tree/master/audits
Hubble,HBB,https://hubbleprotocol.io,Solana,Lending,HubbleProtocol,https://hubble-markets.gitbook.io/hubble-protocol-official-docs/documentation/security-audits
BoringDAO,BORING,https://www.boringdao.com/,Ethereum,Cross Chain,TheBoringDAO,https://github.com/BoringDAO/boringDAO-contract/blob/master/peckshield-audit-report-boringdao-v1.0rc.pdf
Kava Swap,SWP,https://www.kava.io/swap,Kava,Dexes,Kava_Swap,
YieldWolf,-,https://yieldwolf.finance,"Fantom,Avalanche,Binance,Cronos,Polygon,Harmony,Celo",Yield,YieldWolf,https://paladinsec.co/projects/yieldwolf
Mobius Money,MOBI,https://www.mobius.money,Celo,Dexes,MobiusMoney,
Sherlock,-,https://sherlock.xyz,Ethereum,Insurance,Sherlock_DeFi,"https://certificate.quantstamp.com/full/sherlock,https://code423n4.com/reports/2021-07-sherlock/"
Ola Finance,-,https://ola.finance,"Binance,Fantom",Lending,ola_finance,https://olafinance.gitbook.io/ola-finance/audit-reports/solidified-and-zk-labs
Meta Pool,META,https://metapool.app,Near,Liquid Staking,meta_pool,
Strike,STRK,https://strike.org,Ethereum,Lending,StrikeFinance,https://www.certik.org/projects/strikefinance
Tethys Finance,TETHYS,https://tethys.finance,Metis,Dexes,tethysfinance,https://defisecurity.io/dist/files/tethys_finance_security_audit_report_1.0.pdf
StellarX,-,https://www.stellarx.com,Stellar,Dexes,stellarxhq,
OolongSwap,OLO,https://oolongswap.com/#/,Boba,Dexes,oolongswap,https://github.com/OolongSwap/oolongswap-audits
Definix,FINIX,https://definix.com/en,"Klaytn,Binance",Dexes,DefinixOfficial,https://www.certik.com/projects/sixnetwork
Algofi,-,https://www.algofi.org/,Algorand,Lending,algofiorg,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/Algofi.pdf
Yieldly,YLDY,https://yieldly.finance/,Algorand,Yield,yieldlyfinance,https://github.com/HalbornSecurity/PublicReports/blob/master/Algorand%20Smart%20Contract%20Audit/Yieldly_Finance_Lottery_Algorand_Smart_Contract_Halborn_v1_1.pdf
Reserve,RSR,https://reserve.org,Ethereum,Algo-Stables,reserveprotocol,https://certificate.certik.io/reports/reserve.org.pdf
Moonpot,POTS,https://play.moonpot.com,Binance,Yield,moonpotdotcom,
Atlantis Loans,ATL,https://atlantis.loans,Binance,Lending,atlantis_loans,
Mars Ecosystem,XMS,https://marsecosystem.com/home,Binance,CDP,MarsEcosystem,https://www.certik.org/projects/marsecosystem
Omm,OMM,https://omm.finance,Icon,Lending,ommfinance,https://docs.omm.finance/security
BiFi,BiFi,https://bifi.finance/,"Ethereum,Binance,Klaytn,Bitcoin,Avalanche",Lending,BIFROSTio,"https://github.com/bifrost-platform/BiFi-X/blob/main/docs/bifrost_bifix_audit.pdf,https://github.com/bifrost-platform/BIFI/blob/master/docs/ENG/(ENG)_BiFi_BIFROST_Extension_Theori.pdf,https://github.com/bifrost-platform/BIFI/blob/master/docs/ENG/(ENG)_BiFi_Lending_Sooho_EN_Public.pdf,https://github.com/bifrost-platform/BIFI/blob/master/docs/ENG/(ENG)_BiFi_Token_Hexlant_EN.pdf,https://github.com/bifrost-platform/BIFI/blob/master/docs/ENG/(ENG)_BiFrost_BTC_Extension_CertiK.pdf"
Solidly,-,https://solidly.exchange/,Fantom,Dexes,solidlyexchange,https://github.com/andrecronje/solidly/blob/master/audits/e456a816-3802-4384-894c-825a4177245a.pdf
Impermax Finance,IMX,https://impermax.finance/,"Polygon,Avalanche,Arbitrum,Ethereum,Moonriver",Yield,ImpermaxFinance,https://github.com/Impermax-Finance/impermax-x-uniswapv2-core/tree/main/audit
Composable Finance,LAYR,https://www.composable.finance,"Ethereum,Arbitrum,Polygon",Cross Chain,ComposableFin,
DFX Finance,DFX,https://app.dfx.finance,"Ethereum,Polygon",Dexes,DFXFinance,https://github.com/dfx-finance/protocol/blob/main/audits/2021-05-03-Trail_of_Bits.pdf
Katana,-,https://app.katana.so,Solana,Options,Katana_HQ,
Polkaswap,PSWAP,https://polkaswap.io,Sora,Dexes,polkaswap,
OnX Finance,ONX,https://onx.finance,Ethereum,Yield Aggregator,OnXFinance,https://onx-finance.gitbook.io/docs/audits-and-contracts
Animal Farm,PIGS,https://theanimal.farm,Binance,Yield,DRIPcommunity,
Redacted Cartel,BTRFLY,https://www.redactedcartel.xyz,Ethereum,Services,redactedcartel,
LeagueDAO,LEAG,https://leaguedao.com/,Ethereum,Reserve Currency,LeagueDAO,
WanSwap Dex,WASP,https://wanswap.finance/,Wanchain,Dexes,wanswap,https://docs.wanswap.finance/audit
Connext,-,https://connext.network/,"Optimism,Ethereum,Binance,Arbitrum,xDai,Polygon,Moonriver,Avalanche,Fantom,Moonbeam,Fuse",Cross Chain,ConnextNetwork,https://drive.google.com/file/d/1l42vxzHwLXrKU10v3FutG2DWthU43vB8/view
Ubeswap,UBE,https://ubeswap.org,Celo,Dexes,ubeswap,https://docs.ubeswap.org/code-and-contracts/security#audits
Drachma,DRACHMA,https://app.drachmadefi.io/#/,Metis,Dexes,drachmadefi,https://drachma-defi.notion.site/Contracts-Audits-1ef408de14fa4c619feddb99abbddffc
DerivaDEX,DDX,http://derivadex.com,Ethereum,Derivatives,DDX_official,https://certificate.quantstamp.com/full/deriva-dex
Snowball,SNOB,https://snowball.network,Avalanche,Yield,throwsnowballs,
Bella Protocol,BEL,https://fs.bella.fi/,Ethereum,Yield,BellaProtocool,https://github.com/peckshield/publications/blob/master/audit_reports/bella_audit_report_2020_48_en_1_0.pdf
IDEX,IDEX,https://idex.io/,"Polygon,Ethereum",Dexes,idexio,"https://github.com/idexio/idex-contracts/tree/master/audits,https://callisto.network/idex-security-audit/"
1inch Network,1INCH,https://1inch.io,Ethereum,Dexes,1inchNetwork,https://help.1inch.io/en/articles/4585088-how-secure-is-1inch
yAxis,YAXIS,https://www.yaxis.io,Ethereum,Yield Aggregator,yaxis_project,https://github.com/yaxis-project/metavault/tree/main/audits
Synthetify,SNY,https://www.synthetify.io,Solana,Dexes,synthetify,https://github.com/Synthetify/synthetify-landing/blob/master/public/blog/audit/audit.pdf
Wrapped,-,https://wrapped.com,"Ethereum,Celo",Cross Chain,WrappedFi,
Clipper,-,https://clipper.exchange,"Ethereum,Polygon",Dexes,Clipper_DEX,https://docs.clipper.exchange/audits
Mars Poolin,MARS,https://mars.poolin.fi,Ethereum,Yield,MarsProject2020,
Morpheus Swap,PILLS,https://morpheusswap.finance,Fantom,Yield,MorpheusSwap,https://morpheusswap.gitbook.io/morpheus-swap/security/audit
ThetaNuts,-,https://thetanuts.finance,"Ethereum,Avalanche,Fantom,Polygon,Binance,Aurora,Boba",Options,ThetaNuts,https://drive.google.com/file/d/1NJAZ3L8VGezmEw2xpyCl073oplm9O0in/view?usp=sharing
WagyuSwap,WAG,https://www.wagyuswap.app,Velas,Dexes,WagyuSwap_app,https://solidity.finance/audits/Wagyu
Zookeeper,ZOO,https://www.zookeeper.finance/,Wanchain,Yield,ZooFarming,https://github.com/ZooFarming/Audit
Tinyman,-,https://tinyman.org,Algorand,Dexes,tinymanorg,https://docs.tinyman.org/contracts
ForTube,FOR,https://for.tube/,"Binance,IoTeX,Ethereum,Polygon,OKExChain",Lending,ForTubeFi,https://for.tube/security
APY Finance,APY,https://apy.finance,Ethereum,Yield,apyfinance,https://github.com/apy-finance/apy-audits
ioTube,-,https://iotube.org,"Ethereum,Binance,Polygon,IoTeX",Bridge,iotube_org,
Creditum,CREDIT,https://revenant.finance/creditum,Fantom,Algo-Stables,RevenantFinance,https://github.com/revenant-finance/creditum-audit
Grim Finance,GRIM,https://www.grim.finance,Fantom,Yield,financegrim,https://solidity.finance/audits/GrimVault/
CherrySwap,CHE,https://www.cherryswap.net,OKExChain,Dexes,CherryswapNet,"https://docs.cherryswap.net/noneag,https://docs.cherryswap.net/knownsec,https://docs.cherryswap.net/certik"
Kronos DAO,KRNO,https://kronosdao.finance,Klaytn,Reserve Currency,KronosDAO_fi,
Rabbit Finance,RABBIT,https://www.rabbitfinance.io/earn,Binance,Lending,FinanceRabbit,https://rabbitfinance.gitbook.io/homepage/resources/audit-report
Babylon Finance,BABL,https://www.babylon.finance,Ethereum,Indexes,BabylonFinance,
OCP Finance,OCP,https://ocp.finance,Binance,Yield,omnic_pro,https://github.com/Quillhash/Audit_Reports/blob/master/OmniOracle%20Smart%20Contract%20Audit%20Report%20-%20QuillAudits.pdf
Orion Protocol,ORN,https://www.orionprotocol.io,"Ethereum,Binance",Dexes,orion_protocol,https://www.certik.org/projects/orionprotocol
Tezos Liquidity Baking,-,https://liquidity-baking.com,Tezos,Yield,tezos,
Deri Protocol,DERI,https://deri.finance,"Binance,Polygon",Derivatives,DeriProtocol,https://docs.deri.finance/code-audits
Solarbeam,SOLAR,https://solarbeam.io/exchange/swap,Moonriver,Dexes,Solarbeamio,
Pacoca,PACOCA,https://pacoca.io,Binance,Yield,pacoca_io,"https://www.certik.com/projects/pacoca,https://app.inspex.co/library/pacoca#?scope=pacoca-sweetvaults"
Penguin Finance,PEFI,https://penguinfinance.org/,Avalanche,Yield,penguin_defi,https://www.certik.com/projects/penguinfinance
Houses of Rome,ROME,https://romedao.finance,Moonriver,Reserve Currency,romedaofinance,
WannaSwap,WANNA,https://wannaswap.finance,Aurora,Dexes,wannaswapamm,https://www.certik.com/projects/wannaswap
Pendle,PENDLE,https://pendle.finance/,"Ethereum,Avalanche",Yield,pendle_fi,https://docs.pendle.finance/faq#has-pendle-been-audited
Jet,JET,https://www.jetprotocol.io,Solana,Lending,JetProtocol,
AutoShark,JAWS,https://autoshark.finance,Binance,Dexes,AutoSharkFin,https://docs.autoshark.finance/audit
Gnosis,GNO,https://gnosis.io/,Ethereum,Dexes,gnosisPM,https://docs.gnosis.io/safe/docs/intro_audits/
JSwap,JF,https://app.jswap.finance/#/swap,OKExChain,Dexes,Jswap_Finance,"https://www.slowmist.com/en/security-audit-certificate.html?id=928799684ad96ef4ed4b0c0fb12a5fae085456f874b19dc4300195b32a5a1431,https://www.slowmist.com/en/security-audit-certificate.html?id=e18f32468d1c52dc0682fbf1c1137df933fabb09526b124c84cd391fce7149bb"
Swop,SWOP,https://swop.fi,Waves,Dexes,Swopfi,"https://backend.swop.fi/files/en/deemru.pdf,https://backend.swop.fi/files/en/fairyproof.pdf"
Vexchange,VEX,https://vexchange.io/swap,VeChain,Dexes,VexchangeIO,
ApolloDAO,APOLLO,https://apollo.farm,Terra,Yield,ApolloDAO,https://github.com/oak-security/audit-reports/blob/master/Apollo/2021-08-18%20Audit%20Report%20-%20Apollo.pdf
Umbria Network,UMBR,https://umbria.network,"Polygon,Ethereum",Cross Chain,NetworkUmbria,
ValueDefi,VALUE,https://valuedefi.io/,"Binance,Ethereum",Yield,value_defi,https://valuedefi.io/audit
ZilSwap,ZWAP,https://zilswap.io/swap,Zilliqa,Dexes,ZilSwap,
Unagii,-,https://www.unagii.com/,Ethereum,Yield,unagiidotcom,https://docs.unagii.com/unagii-vaults/vaults-audits
Aavegotchi,GHST,https://aavegotchi.com,"Polygon,Ethereum",Gaming,aavegotchi,https://www.certik.org/projects/aavegotchi
Premia,PREMIA,https://premia.finance/,"Arbitrum,Ethereum,Binance",Options,PremiaFinance,"https://solidity.finance/audits/Premia,https://hacken.io/audits/#solidstate,https://hacken.io/audits/#premia_finance"
Swapr,SWPR,https://swapr.eth.link/#/swap,"xDai,Arbitrum,Ethereum",Dexes,SwaprEth,https://gateway.ipfs.io/ipfs/QmNspbn2dQgQMQ9uXkMc7Fjf12RUVVJTzB27ywGeLUXXdn
Popsicle Finance,ICE,https://popsicle.finance,"Fantom,Binance,Ethereum",Yield,PopsicleFinance,https://docs.popsicle.finance/reports/our-audits
Ouchi Finance,OUCHI,https://ouchi.finance,Ethereum,Dexes,OuchiFinance,
MoonFarm,MFO,https://moonfarm.finance,"Binance,Ethereum,Polygon",Yield,MoonfarmFinance,https://moonfarmfinance.medium.com/moonfarm-finances-security-auditted-and-certified-by-the-arcadia-group-810c4f24c051
dHEDGE,DHT,https://www.dhedge.org/,"Ethereum,Polygon,Optimism",Indexes,dHedgeOrg,https://iosiro.com/audits/dhedge-platform-smart-contract-audit
FODL Finance,FODL,https://fodl.finance/,Ethereum,Options,FODLfi,https://certificate.quantstamp.com/full/fodl
SashimiSwap,SASHIMI,https://sashimi.cool/home/swap,"Ethereum,Heco,Binance",Dexes,SASHIMISASHIMI5,https://sashimi.cool/files/sashimi_audit_report.pdf
MCDEX,MCB,https://mcdex.io/,"Binance,Arbitrum,Ethereum",Dexes,MonteCarloDEX,https://blog.openzeppelin.com/?s=MCDEX
0xDAO,OXD,https://www.oxdao.fi,Fantom,Staking,0xDAO_fi,
Kaidex,-,https://kaidex.io,Kardia,Dexes,KardiaChain,
Elk,ELK,https://elk.finance,"Avalanche,Polygon,Binance,Fantom,Cronos,xDai,Fuse,Elastos,IoTeX,Harmony,Heco,Kucoin,Hoo,Moonriver,OKExChain",Dexes,elk_finance,https://blog.hashex.org/elk-finance-smart-contracts-audit-report-a18deaa5890b
Shell Protocol,-,https://www.shellprotocol.io/,Ethereum,Dexes,ShellProtocol,https://consensys.net/diligence/audits/2020/06/shell-protocol/
BabelFish,-,https://babelfish.money,RSK,Yield,babelfishmoney,
PowerPool,CVP,https://powerpool.finance/,"Ethereum,Binance",Indexes,powerpoolcvp,https://docs.powerpool.finance/security/security-audits
Axial,AXIAL,https://www.axial.exchange,Avalanche,Dexes,AxialDeFi,
Guard(Helmet),GUARD,https://www.guard.insure,"Binance,Polygon",Insurance,Helmet_insure,https://www.certik.org/projects/helmet
Tracer,TCR,https://tracer.finance,Arbitrum,Derivatives,TracerDAO,https://tracer.finance/radar/sigma-prime-audit-response
ZipSwap,ZIP,https://zipswap.fi/#/,"Optimism,Arbitrum",Dexes,Zip_swap,
Voltage,-,https://app.voltage.finance/,Fuse,Dexes,voltfinance,
Sperax USD,USDs,http://sperax.io,Arbitrum,Algo-Stables,SperaxUSD,
Fantohm,FHM,https://www.fantohm.com,"Fantom,Moonriver,Ethereum,Binance,Boba",Reserve Currency,FantohmDAO,
Convergence,CONV,https://conv.finance,"Moonbeam,Ethereum",Dexes,ConvergenceFin,https://www.certik.org/projects/convergencefinance
LumenSwap,LSP,https://lumenswap.io,Stellar,Dexes,lumenswap,
BarnBridge,BOND,https://barnbridge.com/,"Ethereum,Polygon,Avalanche",Yield Aggregator,Barn_Bridge,https://docs.barnbridge.com/beginners-guide-to-smart-yield#is-it-secure-to-invest-in-smart-yield
AstroSwap,ASTRO,https://www.astroswap.app,Velas,Dexes,AstroSwapApp,
Maximizer,MAXI,https://maxi.xyz,Avalanche,Reserve Currency,maximizer_xyz,
Shiden dApp Staking,SDN,https://shiden.astar.network,Shiden,Staking,ShidenNetwork,https://certificate.quantstamp.com/view/a-star-network-staking
TEN Finance,TENFI,https://ten.finance,Binance,Yield,TENfinance,https://certik.org/projects/tenfinance
Karura Swap,-,https://acala.network/karura,Karura,Dexes,KaruraNetwork,
TopShelf,LIQR,https://topshelf.finance/,"Fantom,Binance,Avalanche",CDP,TopShelfFinance,
JetFuel Finance,FUEL,https://jetfuel.finance,Binance,Yield,Jetfuelfinance,https://jetfuel.finance/audits
BenSwap,EBEN,https://benswap.cash,"smartBCH,Binance",Dexes,BenTokenFinanc1,https://www.certik.org/projects/bentoken-finance
Flux Protocol,FLUX,https://flux.01.finance,"OKExChain,Binance,Conflux,Heco,Polygon,Ethereum,Arbitrum",Lending,zero1_flux,https://certik.org/projects/flux
Karura Dollar (kUSD),-,https://acala.network/karura,Karura,Lending,KaruraNetwork,
DarkCrypto,DARK,https://www.darkcrypto.finance,Cronos,Algo-Stables,DarkCryptoFi,
